Cod;Descrição;Und;Data Movimento;Op. Tributária;Descrição;Cli. / Forne.;Nome;Modelo Doc;Nº Documento;Ordem Produção;Data Emissão;Almoxarifado;Veículo;Retirante;Qtd. Saída;Qtd. Entrada;Custo unit;Saldo Fisíco;Saldo Financeiro;Preço de venda;Lucro Unitario
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;13/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23029023;               ;13/10/2023;1;0;0;0;5154;16,8222;51583,037;934637,8776;19,69457566;2,87237566
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;14/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23029110;               ;14/10/2023;1;0;0;0;19612;16,8222;63590,037;1126759,109;19,69457566;2,87237566
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;15/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23029111;               ;15/10/2023;1;0;0;0;16522;16,8222;80110,037;1404660,059;19,69457566;2,87237566
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;17/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23029214;               ;17/10/2023;1;0;0;0;1007;16,8222;76775,037;1345466,952;19,69457566;2,87237566
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;18/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23029389;               ;18/10/2023;1;0;0;0;19190;16,8222;86943,037;1510176,224;19,69457566;2,87237566
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;19/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23029475;               ;19/10/2023;1;0;0;0;22055,833;16,8222;88486,87;1524916,572;19,69457566;2,87237566
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;04/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030851;               ;04/11/2023;1;0;0;0;10252;17,8922;11367,333;202648,8445;20,48135365;2,58915365
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;05/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030862;               ;05/11/2023;1;0;0;0;9260;17,8922;20627,333;368330,6165;20,48135365;2,58915365
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;06/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030921;               ;06/11/2023;1;0;0;0;38954;17,8922;59581,333;1065303,375;20,48135365;2,58915365
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;07/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23031026;               ;07/11/2023;1;0;0;0;18077;17,8922;68994,333;1233830,088;20,48135365;2,58915365
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;08/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23031122;               ;08/11/2023;1;0;0;0;18262,667;17,8922;73906;1321832,11;20,48135365;2,58915365
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;09/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23032237;               ;09/11/2023;1;0;0;0;32421;17,8922;89294;1597274,811;20,48135365;2,58915365
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;19/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23033105;               ;19/11/2023;1;0;0;0;7361;17,8922;36617;655031,559;20,48135365;2,58915365
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;20/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23033161;               ;20/11/2023;1;0;0;0;45982;17,8922;82599;1477750,699;20,48135365;2,58915365
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;21/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23033238;               ;21/11/2023;1;0;0;0;32768;17,8922;115367;2064042,309;20,48135365;2,58915365
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;15/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23036481;               ;15/12/2023;1;0;0;0;42112;17,1986;46528,332;803280,256;19,82739116;2,62879116
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;25/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23037124;               ;25/12/2023;1;0;0;0;13949;17,1986;14527,002;249883,2452;19,82739116;2,62879116
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;26/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23037181;               ;26/12/2023;1;0;0;0;18260;17,1986;32684;562157,9129;19,82739116;2,62879116
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;27/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23037277;               ;27/12/2023;1;0;0;0;33130;17,1986;65813;1131930,331;19,82739116;2,62879116
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;28/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23037359;               ;28/12/2023;1;0;0;0;57015;17,1986;121393;2087827,658;19,82739116;2,62879116
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;29/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23037446;               ;29/12/2023;1;0;0;0;34026;17,1986;140274;2412549,881;19,82739116;2,62879116
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;30/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23037572;               ;30/12/2023;1;0;0;0;58079;17,1986;188688;3245200,969;19,82739116;2,62879116
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;31/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24000001;               ;31/12/2023;1;0;0;0;34024;17,1986;224392;3859260,119;19,82739116;2,62879116
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;01/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24000007;               ;01/01/2024;1;0;0;0;48389;17,3123;273689,5;4712610,023;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;02/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24000061;               ;02/01/2024;1;0;0;0;44806;17,3123;318495,5;5488304,936;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;03/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24000183;               ;03/01/2024;1;0;0;0;28558;17,3123;338790,5;5840321,584;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;04/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24000269;               ;04/01/2024;1;0;0;0;17037;17,3123;349907,5;6033218,135;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;06/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24000438;               ;06/01/2024;1;0;0;0;5752;17,3123;303879,9;5239999,088;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;07/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24000448;               ;07/01/2024;1;0;0;0;40047;17,3123;343926,9;5933304,766;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;08/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24000517;               ;08/01/2024;1;0;0;0;31482;17,3123;375407,24;6478301,957;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;09/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24000592;               ;09/01/2024;1;0;0;0;36140;17,3123;383781,24;6624818,946;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;11/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24001868;               ;11/01/2024;1;0;0;0;8180;17,3123;338825,91;5849211,494;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;12/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24001982;               ;12/01/2024;1;0;0;0;32462;17,3123;332300,31;5738152,64;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;13/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24002109;               ;13/01/2024;1;0;0;0;25209;17,3123;340608,31;5882731,943;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;14/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24002113;               ;14/01/2024;1;0;0;0;5420;17,3123;346028,31;5976564,609;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;20/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24002686;               ;20/01/2024;1;0;0;0;11709;17,3123;316776,31;5471800,034;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;21/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24002695;               ;21/01/2024;1;0;0;0;30754;17,3123;347530,31;6004222,508;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;22/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24002766;               ;22/01/2024;1;0;0;0;55672;17,3123;406572,31;7026255,689;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;23/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24002846;               ;23/01/2024;1;0;0;0;42068;17,3123;432944,31;7483295,963;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;24/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24002933;               ;24/01/2024;1;0;0;0;33160;17,3123;453904,81;7846507,133;21,31424484;4,00194484
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;08/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24005329;               ;08/02/2024;1;0;0;0;26715;19,9431;293679,43;5147704,782;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;09/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24005414;               ;09/02/2024;1;0;0;0;38814;19,9431;301018,43;5370073,023;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;10/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24005512;               ;10/02/2024;1;0;0;0;2686;19,9431;212989,43;3805311,804;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;15/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24005866;               ;15/02/2024;1;0;0;0;33018;19,9431;231589;4206190,526;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;16/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24005991;               ;16/02/2024;1;0;0;0;18843;19,9431;219795;4025539,974;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;17/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006149;               ;17/02/2024;1;0;0;0;3895;19,9431;169704;3114464,759;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;18/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006159;               ;18/02/2024;1;0;0;0;55055;19,9431;224759;4212432,129;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;19/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006217;               ;19/02/2024;1;0;0;0;30272;19,9431;255031;4816149,653;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;20/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006336;               ;20/02/2024;1;0;0;0;41272;19,9431;290003;5520268,296;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;21/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006540;               ;21/02/2024;1;0;0;0;34670;19,9431;302973;5798631,733;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;22/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006541;               ;22/02/2024;1;0;0;0;3426;19,9431;300176;5747854,174;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;23/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006620;               ;23/02/2024;1;0;0;0;27418;19,9431;320258,5;6154191,735;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;24/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006714;               ;24/02/2024;1;0;0;0;19261;19,9431;333467,5;6422018,737;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;25/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006720;               ;25/02/2024;1;0;0;0;23946;19,9431;357413,5;6899576,209;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;26/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006786;               ;26/02/2024;1;0;0;0;35000;19,9431;392413,5;7597584,709;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;27/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006879;               ;27/02/2024;1;0;0;0;35395;19,9431;425928,5;8267071,678;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;28/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006969;               ;28/02/2024;1;0;0;0;30274;19,9431;436622,5;8490791,077;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;29/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24007072;               ;29/02/2024;1;0;0;0;16409,334;19,9431;446686,834;8694656,024;22,86554728;2,92244728
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;01/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24007171;               ;01/03/2024;1;0;0;0;5.423;20,11;453.111;8.823.204,41;23,38;3,27
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;02/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24007273;               ;02/03/2024;1;0;0;0;28.482;20,11;460.418;8.983.686,94;23,38;3,27
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;03/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24007281;               ;03/03/2024;1;0;0;0;39.330;20,11;499.748;9.774.668,30;23,38;3,27
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;08/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24009067;               ;08/03/2024;1;0;0;0;12.379;20,11;483.136;9.456.587,93;23,38;3,27
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;09/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24009990;               ;09/03/2024;1;0;0;0;1.787;20,11;463.528;9.073.756,25;23,38;3,27
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;11/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24009255;               ;11/03/2024;1;0;0;0;33.888;20,11;497.416;9.755.284,65;23,38;3,27
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;28/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24010685;               ;28/03/2024;1;0;0;0;20.029;20,11;168.171;3.308.173,71;23,38;3,27
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;29/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24010747;               ;29/03/2024;1;0;0;0;13.804;20,11;155.494;3.064.868,52;23,38;3,27
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;30/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24010804;               ;30/03/2024;1;0;0;0;45.525;20,11;201.019;3.980.440,00;23,38;3,27
61;LEITE UHT INTEGRAL JUSSARA MAX GFA - 06 LTS       ;FD ;31/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24010827;               ;31/03/2024;1;0;0;0;28.909;20,11;241.944;4.799.772,89;23,38;3,27
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;14/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23029110;               ;14/10/2023;1;0;0;0;8479,167;18,0715;10459;185488,4121;19,81006944;1,73856944
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;05/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030862;               ;05/11/2023;1;0;0;0;12044;16,9984;12226;207956,5739;20,47706086;3,47866086
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;06/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030921;               ;06/11/2023;1;0;0;0;4900;16,9984;17126;291248,7339;20,47706086;3,47866086
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;14/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23036403;               ;14/12/2023;1;0;0;0;8411;13,7437;8812,499;122426,3353;19,54193368;5,79823368
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;15/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23036481;               ;15/12/2023;1;0;0;0;8098;13,7437;16541,499;228596,5223;19,54193368;5,79823368
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;03/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24000183;               ;03/01/2024;1;0;0;0;1571;15,7924;8616,508;122175,5857;21,85522211;6,06282211
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;04/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24000269;               ;04/01/2024;1;0;0;0;15842;15,7924;24429,508;371947,5897;21,85522211;6,06282211
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;25/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24003008;               ;25/01/2024;1;0;0;0;9552;15,7924;19450,506;301557,7297;21,85522211;6,06282211
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;26/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24003111;               ;26/01/2024;1;0;0;0;7825;15,7924;23549,506;367365,7283;21,85522211;6,06282211
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;14/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24005921;               ;14/02/2024;1;0;0;0;1485;18,289;3827,333;63699,3567;22,71655653;4,42755653
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;15/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24005866;               ;15/02/2024;1;0;0;0;3781;18,289;7191,333;125909,8096;22,71655653;4,42755653
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;17/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006149;               ;17/02/2024;1;0;0;0;8406;18,289;14488,333;260230,2171;22,71655653;4,42755653
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;07/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24008913;               ;07/03/2024;1;0;0;0;8.475;18,45;15.623;284.785,36;23,11;4,66
73;LEITE UHT DESNATADO JUSSARA MAX GFA - 06 LTS      ;FD ;29/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24010747;               ;29/03/2024;1;0;0;0;13.583;18,45;13.583;250.660,68;23,11;4,66
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;14/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23029110;               ;14/10/2023;1;0;0;0;8449;15,8728;9464,17;151248,7876;20,02986412;4,15706412
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;04/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030851;               ;04/11/2023;1;0;0;0;18047;17,553;18137;318217,293;20,69107484;3,13807484
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;12/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23036212;               ;12/12/2023;1;0;0;0;16614;14,0782;16816;237439,3458;20,34184787;6,26364787
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;13/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23036303;               ;13/12/2023;1;0;0;0;8589;14,0782;25394,999;358215,7935;20,34184787;6,26364787
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;25/12/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23037124;               ;25/12/2023;1;0;0;0;2005;14,0782;9901,869;139617,4624;20,34184787;6,26364787
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;04/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24000269;               ;04/01/2024;1;0;0;0;17703,667;16,0433;22630,535;353494,6915;21,72885362;5,68555362
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;20/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24002686;               ;20/01/2024;1;0;0;0;15972;16,0433;24369,535;387414,5492;21,72885362;5,68555362
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;30/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24003397;               ;30/01/2024;1;0;0;0;3783;16,0433;11311,535;180376,5556;21,72885362;5,68555362
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;31/01/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24003490;               ;31/01/2024;1;0;0;0;4799;16,0433;16362,535;261386,7947;21,72885362;5,68555362
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;14/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24005921;               ;14/02/2024;1;0;0;0;5824;18,5573;9185;161768,8887;22,74102477;4,18372477
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;20/02/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24006336;               ;20/02/2024;1;0;0;0;8900;18,5573;15109;274514,6539;22,74102477;4,18372477
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;07/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24008913;               ;07/03/2024;1;0;0;0;10.354;18,81;17.405;322.873,46;23,12;4,31
85;LEITE UHT SEMI-DESNATADO JUSSARA MAX GFA - 06 LTS ;FD ;27/03/2024;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;24010592;               ;27/03/2024;1;0;0;0;20.932;18,81;21.357;401.618,17;23,12;4,31
115;LEITE PASTEURIZADO JUSSARA VITAMINA A             ;LT ;05/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030159;               ;05/10/2023;1;0;0;0;2578;2,3155;5000;12251,5426;6,7;4,3845
115;LEITE PASTEURIZADO JUSSARA VITAMINA A             ;LT ;09/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030977;               ;09/10/2023;1;0;0;0;2258;2,3155;5000;11947,1642;6,7;4,3845
115;LEITE PASTEURIZADO JUSSARA VITAMINA A             ;LT ;16/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030978;               ;16/10/2023;1;0;0;0;1449;2,3155;5000;11840,0831;6,7;4,3845
115;LEITE PASTEURIZADO JUSSARA VITAMINA A             ;LT ;18/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030170;               ;18/10/2023;1;0;0;0;2258;2,3155;7258;17068,4821;6,7;4,3845
115;LEITE PASTEURIZADO JUSSARA VITAMINA A             ;LT ;23/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030174;               ;23/10/2023;1;0;0;0;1449;2,3155;5000;11705,8897;6,7;4,3845
115;LEITE PASTEURIZADO JUSSARA VITAMINA A             ;LT ;26/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030979;               ;26/10/2023;1;0;0;0;2258;2,3155;5000;11647,8591;6,7;4,3845
115;LEITE PASTEURIZADO JUSSARA VITAMINA A             ;LT ;30/10/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23030983;               ;30/10/2023;1;0;0;0;4045;2,3155;5000;11590,8246;6,7;4,3845
115;LEITE PASTEURIZADO JUSSARA VITAMINA A             ;LT ;06/11/2023;498;ENTRADA P/INDUSTRIALIZACAO              ;;;PRO  ;23034358;               ;06/11/2023;1;0;0;0;2985;2,3156;5000;11583,239;6,7;4,3844
